,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:11:00,0.08333333333333333,2.0,-2.6666666666666665,-0.25,-3.4166666666666665,0.5,-0.5833333333333334,2.8333333333333335,2.8333333333333335,-1.0,1.0,-2.3333333333333335
2020-09-23 14:12:00,0.3076923076923077,2.0,-2.5384615384615383,-0.3076923076923077,-3.6153846153846154,0.6153846153846154,-0.5384615384615384,2.923076923076923,2.923076923076923,-1.0,0.9230769230769231,-2.3846153846153846
2020-09-23 14:13:00,0.42857142857142855,2.0714285714285716,-2.4285714285714284,-0.35714285714285715,-3.7142857142857144,0.7857142857142857,-0.42857142857142855,3.0,3.0,-1.0,0.8571428571428571,-2.4285714285714284
2020-09-23 14:14:00,0.5333333333333333,2.2,-2.4,-0.4,-3.7333333333333334,0.8666666666666667,-0.3333333333333333,3.1333333333333333,3.0,-0.9333333333333333,0.8666666666666667,-2.533333333333333
2020-09-23 14:15:00,0.5625,2.25,-2.4375,-0.4375,-3.75,0.9375,-0.25,3.1875,2.9375,-0.875,0.9375,-2.5625
2020-09-23 14:16:00,0.6470588235294118,2.3529411764705883,-2.411764705882353,-0.5294117647058824,-3.764705882352941,1.0588235294117647,-0.17647058823529413,3.176470588235294,2.8823529411764706,-0.8823529411764706,1.0,-2.6470588235294117
2020-09-23 14:17:00,0.7777777777777778,2.388888888888889,-2.4444444444444446,-0.5555555555555556,-3.7777777777777777,1.1666666666666667,-0.05555555555555555,3.2222222222222223,2.8333333333333335,-0.8888888888888888,1.0555555555555556,-2.7222222222222223
2020-09-23 14:18:00,0.8947368421052632,2.4210526315789473,-2.4210526315789473,-0.5263157894736842,-3.789473684210526,1.263157894736842,0.10526315789473684,3.3157894736842106,2.789473684210526,-0.9473684210526315,1.0526315789473684,-2.8421052631578947
2020-09-23 14:19:00,1.05,2.4,-2.35,-0.5,-3.75,1.35,0.25,3.4,2.7,-1.0,1.05,-3.0
2020-09-23 14:20:00,1.1428571428571428,2.4285714285714284,-2.2857142857142856,-0.47619047619047616,-3.6666666666666665,1.4761904761904763,0.42857142857142855,3.4285714285714284,2.6666666666666665,-1.0952380952380953,1.0952380952380953,-3.1904761904761907
2020-09-23 14:21:00,1.2272727272727273,2.4545454545454546,-2.272727272727273,-0.5,-3.6363636363636362,1.5454545454545454,0.5454545454545454,3.409090909090909,2.590909090909091,-1.1363636363636365,1.0909090909090908,-3.3181818181818183
2020-09-23 14:22:00,1.3043478260869565,2.5217391304347827,-2.260869565217391,-0.5652173913043478,-3.652173913043478,1.608695652173913,0.6086956521739131,3.4347826086956523,2.5652173913043477,-1.173913043478261,1.0869565217391304,-3.4347826086956523
2020-09-23 14:23:00,1.4166666666666667,2.625,-2.2083333333333335,-0.5833333333333334,-3.7083333333333335,1.6666666666666667,0.7083333333333334,3.5,2.5833333333333335,-1.25,1.0416666666666667,-3.5
2020-09-23 14:24:00,1.52,2.76,-2.16,-0.56,-3.8,1.72,0.76,3.6,2.6,-1.32,1.04,-3.56
2020-09-23 14:25:00,1.6153846153846154,2.8846153846153846,-2.1153846153846154,-0.5769230769230769,-3.8461538461538463,1.7692307692307692,0.8461538461538461,3.6923076923076925,2.576923076923077,-1.3846153846153846,1.0384615384615385,-3.6538461538461537
2020-09-23 14:26:00,1.6666666666666667,3.0,-2.037037037037037,-0.5555555555555556,-3.925925925925926,1.8518518518518519,0.9259259259259259,3.740740740740741,2.5925925925925926,-1.4074074074074074,1.0,-3.740740740740741
2020-09-23 14:27:00,1.7142857142857142,3.142857142857143,-2.0,-0.5,-3.9642857142857144,1.8928571428571428,1.0357142857142858,3.7857142857142856,2.607142857142857,-1.4285714285714286,0.9642857142857143,-3.7857142857142856
2020-09-23 14:28:00,1.7586206896551724,3.2413793103448274,-1.9310344827586208,-0.4482758620689655,-3.9655172413793105,1.9655172413793103,1.1379310344827587,3.8620689655172415,2.6551724137931036,-1.4482758620689655,0.9655172413793104,-3.8275862068965516
2020-09-23 14:29:00,1.7666666666666666,3.3333333333333335,-1.8666666666666667,-0.43333333333333335,-3.966666666666667,2.0,1.2,3.9,2.7333333333333334,-1.4333333333333333,1.0,-3.8666666666666667
2020-09-23 14:30:00,1.8064516129032258,3.3870967741935485,-1.8064516129032258,-0.3870967741935484,-4.0,2.064516129032258,1.2258064516129032,3.967741935483871,2.774193548387097,-1.4193548387096775,1.0,-3.870967741935484
2020-09-23 14:31:00,1.8125,3.46875,-1.78125,-0.375,-4.03125,2.125,1.25,4.0625,2.78125,-1.40625,0.96875,-3.90625
2020-09-23 14:32:00,1.7878787878787878,3.515151515151515,-1.7878787878787878,-0.3333333333333333,-4.090909090909091,2.212121212121212,1.2424242424242424,4.181818181818182,2.8181818181818183,-1.393939393939394,0.9090909090909091,-3.9696969696969697
2020-09-23 14:33:00,1.7352941176470589,3.5588235294117645,-1.8235294117647058,-0.3235294117647059,-4.147058823529412,2.264705882352941,1.2352941176470589,4.323529411764706,2.823529411764706,-1.411764705882353,0.8235294117647058,-4.0588235294117645
2020-09-23 14:34:00,1.7142857142857142,3.6,-1.8571428571428572,-0.2857142857142857,-4.2,2.342857142857143,1.2571428571428571,4.485714285714286,2.8,-1.457142857142857,0.7142857142857143,-4.171428571428572
2020-09-23 14:35:00,1.6944444444444444,3.6666666666666665,-1.8888888888888888,-0.2777777777777778,-4.277777777777778,2.4444444444444446,1.25,4.611111111111111,2.75,-1.5,0.6388888888888888,-4.305555555555555
2020-09-23 14:36:00,1.6756756756756757,3.72972972972973,-1.945945945945946,-0.2972972972972973,-4.324324324324325,2.5405405405405403,1.2162162162162162,4.72972972972973,2.7027027027027026,-1.5135135135135136,0.5945945945945946,-4.4324324324324325
2020-09-23 14:37:00,1.6578947368421053,3.8157894736842106,-1.9736842105263157,-0.34210526315789475,-4.394736842105263,2.6315789473684212,1.2105263157894737,4.868421052631579,2.6578947368421053,-1.5,0.5263157894736842,-4.552631578947368
2020-09-23 14:38:00,1.6666666666666667,3.923076923076923,-1.9743589743589745,-0.41025641025641024,-4.487179487179487,2.7435897435897436,1.1794871794871795,4.9743589743589745,2.58974358974359,-1.4615384615384615,0.46153846153846156,-4.666666666666667
2020-09-23 14:39:00,1.675,4.05,-1.95,-0.45,-4.6,2.875,1.15,5.1,2.525,-1.425,0.375,-4.775
2020-09-23 14:40:00,1.6585365853658536,4.195121951219512,-1.9024390243902438,-0.5121951219512195,-4.682926829268292,3.024390243902439,1.146341463414634,5.219512195121951,2.4878048780487805,-1.3658536585365855,0.3170731707317073,-4.902439024390244
2020-09-23 14:41:00,1.6428571428571428,4.309523809523809,-1.880952380952381,-0.5714285714285714,-4.785714285714286,3.1666666666666665,1.1428571428571428,5.357142857142857,2.4285714285714284,-1.3333333333333333,0.23809523809523808,-5.0
2020-09-23 14:42:00,1.6046511627906976,4.441860465116279,-1.8604651162790697,-0.6511627906976745,-4.8604651162790695,3.3255813953488373,1.1162790697674418,5.488372093023256,2.395348837209302,-1.2790697674418605,0.16279069767441862,-5.093023255813954
2020-09-23 14:43:00,1.5909090909090908,4.568181818181818,-1.8636363636363635,-0.75,-4.909090909090909,3.5,1.0909090909090908,5.590909090909091,2.3863636363636362,-1.2272727272727273,0.11363636363636363,-5.204545454545454
2020-09-23 14:44:00,1.5777777777777777,4.711111111111111,-1.8888888888888888,-0.8222222222222222,-4.933333333333334,3.6444444444444444,1.0444444444444445,5.666666666666667,2.3555555555555556,-1.1555555555555554,0.08888888888888889,-5.288888888888889
2020-09-23 14:45:00,1.6444444444444444,4.933333333333334,-1.9555555555555555,-0.9111111111111111,-5.066666666666666,3.8222222222222224,1.0444444444444445,5.844444444444444,2.3777777777777778,-1.0666666666666667,0.06666666666666667,-5.444444444444445
2020-09-23 14:46:00,1.6666666666666667,5.111111111111111,-2.0,-1.0222222222222221,-5.177777777777778,4.044444444444444,1.0222222222222221,6.022222222222222,2.3777777777777778,-0.9555555555555556,0.022222222222222223,-5.622222222222222
2020-09-23 14:47:00,1.6888888888888889,5.288888888888889,-2.0444444444444443,-1.1555555555555554,-5.288888888888889,4.266666666666667,0.9777777777777777,6.177777777777778,2.422222222222222,-0.8666666666666667,-0.044444444444444446,-5.7555555555555555
2020-09-23 14:48:00,1.6888888888888889,5.444444444444445,-2.0444444444444443,-1.288888888888889,-5.4222222222222225,4.488888888888889,0.8888888888888888,6.311111111111111,2.466666666666667,-0.8,-0.08888888888888889,-5.866666666666666
2020-09-23 14:49:00,1.6666666666666667,5.6,-2.0,-1.4222222222222223,-5.511111111111111,4.666666666666667,0.7777777777777778,6.444444444444445,2.511111111111111,-0.7111111111111111,-0.13333333333333333,-6.0
2020-09-23 14:50:00,1.6888888888888889,5.8,-1.9333333333333333,-1.5333333333333334,-5.6,4.822222222222222,0.7111111111111111,6.6,2.5555555555555554,-0.6222222222222222,-0.2222222222222222,-6.133333333333334
2020-09-23 14:51:00,1.7333333333333334,6.022222222222222,-1.8666666666666667,-1.6444444444444444,-5.711111111111111,4.933333333333334,0.6444444444444445,6.711111111111111,2.5555555555555554,-0.4888888888888889,-0.28888888888888886,-6.222222222222222
2020-09-23 14:52:00,1.7555555555555555,6.2444444444444445,-1.8,-1.711111111111111,-5.822222222222222,5.044444444444444,0.6,6.822222222222222,2.5555555555555554,-0.3111111111111111,-0.3111111111111111,-6.288888888888889
2020-09-23 14:53:00,1.7777777777777777,6.488888888888889,-1.7555555555555555,-1.7777777777777777,-5.933333333333334,5.155555555555556,0.5555555555555556,6.933333333333334,2.5555555555555554,-0.15555555555555556,-0.35555555555555557,-6.311111111111111
2020-09-23 14:54:00,1.8222222222222222,6.7555555555555555,-1.6888888888888889,-1.8,-6.044444444444444,5.222222222222222,0.5111111111111111,7.044444444444444,2.5555555555555554,0.0,-0.37777777777777777,-6.311111111111111
2020-09-23 14:55:00,1.8222222222222222,6.977777777777778,-1.6666666666666667,-1.8444444444444446,-6.155555555555556,5.2444444444444445,0.4222222222222222,7.133333333333334,2.5555555555555554,0.13333333333333333,-0.4444444444444444,-6.333333333333333
2020-09-23 14:56:00,1.8444444444444446,7.2,-1.6666666666666667,-1.8444444444444446,-6.266666666666667,5.266666666666667,0.28888888888888886,7.222222222222222,2.533333333333333,0.28888888888888886,-0.5111111111111111,-6.311111111111111
2020-09-23 14:57:00,1.8444444444444446,7.444444444444445,-1.711111111111111,-1.8222222222222222,-6.333333333333333,5.2444444444444445,0.15555555555555556,7.288888888888889,2.5555555555555554,0.4222222222222222,-0.5333333333333333,-6.311111111111111
2020-09-23 14:58:00,1.8444444444444446,7.644444444444445,-1.7777777777777777,-1.8,-6.4222222222222225,5.222222222222222,0.0,7.377777777777778,2.6,0.5333333333333333,-0.5555555555555556,-6.288888888888889
2020-09-23 14:59:00,1.8666666666666667,7.8,-1.8444444444444446,-1.7777777777777777,-6.533333333333333,5.222222222222222,-0.15555555555555556,7.444444444444445,2.6444444444444444,0.6,-0.6,-6.266666666666667
2020-09-23 15:00:00,1.9333333333333333,7.955555555555556,-1.8666666666666667,-1.7555555555555555,-6.622222222222222,5.2444444444444445,-0.28888888888888886,7.555555555555555,2.7111111111111112,0.6888888888888889,-0.6888888888888889,-6.266666666666667
2020-09-23 15:01:00,1.9777777777777779,8.066666666666666,-1.9333333333333333,-1.6888888888888889,-6.688888888888889,5.222222222222222,-0.4,7.688888888888889,2.8,0.7777777777777778,-0.7777777777777778,-6.222222222222222
2020-09-23 15:02:00,2.0,8.2,-1.9555555555555555,-1.6666666666666667,-6.7555555555555555,5.2,-0.5333333333333333,7.822222222222222,2.8666666666666667,0.8444444444444444,-0.8888888888888888,-6.177777777777778
2020-09-23 15:03:00,2.0,8.333333333333334,-2.0,-1.6888888888888889,-6.8,5.155555555555556,-0.6888888888888889,7.911111111111111,2.9555555555555557,0.9555555555555556,-1.0,-6.088888888888889
2020-09-23 15:04:00,1.9555555555555555,8.466666666666667,-2.088888888888889,-1.6888888888888889,-6.844444444444444,5.088888888888889,-0.8222222222222222,7.977777777777778,3.066666666666667,1.0888888888888888,-1.1333333333333333,-5.955555555555556
2020-09-23 15:05:00,1.9555555555555555,8.6,-2.1777777777777776,-1.711111111111111,-6.911111111111111,5.022222222222222,-1.0,8.044444444444444,3.1777777777777776,1.2444444444444445,-1.3111111111111111,-5.8
2020-09-23 15:06:00,1.9333333333333333,8.71111111111111,-2.2222222222222223,-1.711111111111111,-6.955555555555556,5.0,-1.1555555555555554,8.133333333333333,3.311111111111111,1.3777777777777778,-1.4666666666666666,-5.644444444444445
2020-09-23 15:07:00,1.9333333333333333,8.777777777777779,-2.2888888888888888,-1.6888888888888889,-6.955555555555556,4.955555555555556,-1.288888888888889,8.177777777777777,3.422222222222222,1.511111111111111,-1.6444444444444444,-5.488888888888889
2020-09-23 15:08:00,1.8888888888888888,8.8,-2.4,-1.6888888888888889,-6.911111111111111,4.911111111111111,-1.4222222222222223,8.177777777777777,3.511111111111111,1.6666666666666667,-1.8,-5.333333333333333
2020-09-23 15:09:00,1.8444444444444446,8.777777777777779,-2.488888888888889,-1.711111111111111,-6.822222222222222,4.866666666666666,-1.5333333333333334,8.133333333333333,3.6222222222222222,1.8,-2.0,-5.177777777777778
2020-09-23 15:10:00,1.8222222222222222,8.777777777777779,-2.577777777777778,-1.711111111111111,-6.7555555555555555,4.844444444444444,-1.6444444444444444,8.11111111111111,3.7555555555555555,1.9333333333333333,-2.1777777777777776,-4.977777777777778
2020-09-23 15:11:00,1.8222222222222222,8.755555555555556,-2.6666666666666665,-1.7555555555555555,-6.666666666666667,4.8,-1.7333333333333334,8.133333333333333,3.888888888888889,2.066666666666667,-2.3555555555555556,-4.8
2020-09-23 15:12:00,1.8444444444444446,8.733333333333333,-2.7111111111111112,-1.8444444444444446,-6.6,4.7555555555555555,-1.8666666666666667,8.155555555555555,4.0,2.1777777777777776,-2.511111111111111,-4.666666666666667
2020-09-23 15:13:00,1.8888888888888888,8.733333333333333,-2.7555555555555555,-1.9111111111111112,-6.5777777777777775,4.688888888888889,-2.0,8.177777777777777,4.088888888888889,2.2888888888888888,-2.7111111111111112,-4.511111111111111
2020-09-23 15:14:00,1.9333333333333333,8.755555555555556,-2.8,-1.9777777777777779,-6.555555555555555,4.644444444444445,-2.088888888888889,8.222222222222221,4.155555555555556,2.3777777777777778,-2.9555555555555557,-4.355555555555555
2020-09-23 15:15:00,1.9777777777777779,8.8,-2.8222222222222224,-2.066666666666667,-6.488888888888889,4.5777777777777775,-2.1555555555555554,8.266666666666667,4.222222222222222,2.488888888888889,-3.1777777777777776,-4.222222222222222
2020-09-23 15:16:00,2.022222222222222,8.8,-2.8222222222222224,-2.1333333333333333,-6.4222222222222225,4.488888888888889,-2.2222222222222223,8.28888888888889,4.311111111111111,2.577777777777778,-3.3555555555555556,-4.066666666666666
2020-09-23 15:17:00,2.088888888888889,8.822222222222223,-2.8,-2.2,-6.355555555555555,4.377777777777778,-2.2888888888888888,8.311111111111112,4.4,2.688888888888889,-3.488888888888889,-3.888888888888889
2020-09-23 15:18:00,2.2,8.866666666666667,-2.7555555555555555,-2.2444444444444445,-6.266666666666667,4.266666666666667,-2.3777777777777778,8.311111111111112,4.511111111111111,2.8444444444444446,-3.577777777777778,-3.688888888888889
2020-09-23 15:19:00,2.2888888888888888,8.933333333333334,-2.7333333333333334,-2.2888888888888888,-6.155555555555556,4.111111111111111,-2.488888888888889,8.28888888888889,4.644444444444445,3.0,-3.6666666666666665,-3.488888888888889
2020-09-23 15:20:00,2.3555555555555556,8.977777777777778,-2.688888888888889,-2.2888888888888888,-6.0,3.9555555555555557,-2.5555555555555554,8.266666666666667,4.8,3.1333333333333333,-3.8,-3.2444444444444445
2020-09-23 15:21:00,2.4444444444444446,9.0,-2.6222222222222222,-2.2666666666666666,-5.844444444444444,3.7777777777777777,-2.577777777777778,8.222222222222221,4.977777777777778,3.2444444444444445,-3.933333333333333,-3.022222222222222
2020-09-23 15:22:00,2.5555555555555554,9.0,-2.6,-2.2222222222222223,-5.666666666666667,3.6222222222222222,-2.6222222222222222,8.133333333333333,5.155555555555556,3.3555555555555556,-4.022222222222222,-2.8222222222222224
2020-09-23 15:23:00,2.6222222222222222,8.955555555555556,-2.6,-2.1333333333333333,-5.488888888888889,3.4444444444444446,-2.6222222222222222,8.088888888888889,5.355555555555555,3.4444444444444446,-4.111111111111111,-2.6222222222222222
2020-09-23 15:24:00,2.7111111111111112,8.866666666666667,-2.6444444444444444,-2.066666666666667,-5.288888888888889,3.2666666666666666,-2.6,8.022222222222222,5.5777777777777775,3.511111111111111,-4.155555555555556,-2.4444444444444446
2020-09-23 15:25:00,2.8222222222222224,8.755555555555556,-2.7333333333333334,-1.9555555555555555,-5.133333333333334,3.0444444444444443,-2.6,7.977777777777778,5.8,3.5555555555555554,-4.2,-2.2444444444444445
2020-09-23 15:26:00,2.911111111111111,8.688888888888888,-2.8,-1.8444444444444446,-4.977777777777778,2.8222222222222224,-2.577777777777778,7.888888888888889,6.044444444444444,3.6444444444444444,-4.2,-2.088888888888889
2020-09-23 15:27:00,3.0,8.622222222222222,-2.8666666666666667,-1.6888888888888889,-4.844444444444444,2.6,-2.511111111111111,7.822222222222222,6.2444444444444445,3.7333333333333334,-4.177777777777778,-1.9555555555555555
2020-09-23 15:28:00,3.066666666666667,8.577777777777778,-2.911111111111111,-1.488888888888889,-4.711111111111111,2.3333333333333335,-2.4444444444444446,7.8,6.4,3.8,-4.2,-1.8222222222222222
2020-09-23 15:29:00,3.111111111111111,8.533333333333333,-2.911111111111111,-1.288888888888889,-4.622222222222222,2.111111111111111,-2.3333333333333335,7.777777777777778,6.555555555555555,3.8666666666666667,-4.2444444444444445,-1.6888888888888889
2020-09-23 15:30:00,3.111111111111111,8.488888888888889,-2.888888888888889,-1.0666666666666667,-4.488888888888889,1.9333333333333333,-2.2222222222222223,7.733333333333333,6.688888888888889,3.933333333333333,-4.288888888888889,-1.5555555555555556
2020-09-23 15:31:00,3.111111111111111,8.488888888888889,-2.888888888888889,-0.8444444444444444,-4.333333333333333,1.7555555555555555,-2.088888888888889,7.644444444444445,6.822222222222222,4.0,-4.333333333333333,-1.4222222222222223
2020-09-23 15:32:00,3.1333333333333333,8.488888888888889,-2.933333333333333,-0.6444444444444445,-4.155555555555556,1.6,-1.9111111111111112,7.6,6.933333333333334,4.044444444444444,-4.333333333333333,-1.3333333333333333
2020-09-23 15:33:00,3.1555555555555554,8.488888888888889,-2.977777777777778,-0.4666666666666667,-3.9555555555555557,1.4444444444444444,-1.7333333333333334,7.555555555555555,7.0,4.088888888888889,-4.333333333333333,-1.2222222222222223
2020-09-23 15:34:00,3.1777777777777776,8.466666666666667,-3.066666666666667,-0.26666666666666666,-3.8,1.3333333333333333,-1.511111111111111,7.533333333333333,7.022222222222222,4.111111111111111,-4.333333333333333,-1.1333333333333333
2020-09-23 15:35:00,3.1777777777777776,8.444444444444445,-3.1777777777777776,-0.06666666666666667,-3.6444444444444444,1.2444444444444445,-1.288888888888889,7.488888888888889,7.044444444444444,4.111111111111111,-4.311111111111111,-1.0444444444444445
2020-09-23 15:36:00,3.1777777777777776,8.444444444444445,-3.2888888888888888,0.1111111111111111,-3.466666666666667,1.2,-1.0666666666666667,7.488888888888889,7.088888888888889,4.111111111111111,-4.333333333333333,-1.0
2020-09-23 15:37:00,3.1777777777777776,8.4,-3.3777777777777778,0.24444444444444444,-3.2888888888888888,1.1777777777777778,-0.8666666666666667,7.488888888888889,7.133333333333334,4.088888888888889,-4.377777777777778,-1.0
2020-09-23 15:38:00,3.1333333333333333,8.355555555555556,-3.466666666666667,0.35555555555555557,-3.111111111111111,1.1777777777777778,-0.6444444444444445,7.488888888888889,7.2,4.044444444444444,-4.4,-1.0222222222222221
2020-09-23 15:39:00,3.088888888888889,8.333333333333334,-3.577777777777778,0.4444444444444444,-2.888888888888889,1.2,-0.4,7.533333333333333,7.222222222222222,4.044444444444444,-4.444444444444445,-1.0222222222222221
2020-09-23 15:40:00,3.0444444444444443,8.355555555555556,-3.6444444444444444,0.5111111111111111,-2.688888888888889,1.2222222222222223,-0.13333333333333333,7.5777777777777775,7.2,4.066666666666666,-4.444444444444445,-1.0444444444444445
2020-09-23 15:41:00,2.977777777777778,8.377777777777778,-3.7111111111111112,0.5555555555555556,-2.466666666666667,1.2444444444444445,0.15555555555555556,7.666666666666667,7.2,4.066666666666666,-4.4222222222222225,-1.0888888888888888
2020-09-23 15:42:00,2.888888888888889,8.422222222222222,-3.7777777777777777,0.5777777777777777,-2.2444444444444445,1.3111111111111111,0.4444444444444444,7.777777777777778,7.155555555555556,4.088888888888889,-4.4222222222222225,-1.1555555555555554
2020-09-23 15:43:00,2.8,8.511111111111111,-3.8222222222222224,0.6,-2.0444444444444443,1.3333333333333333,0.7111111111111111,7.888888888888889,7.066666666666666,4.133333333333334,-4.4222222222222225,-1.2444444444444445
2020-09-23 15:44:00,2.6666666666666665,8.644444444444444,-3.8444444444444446,0.6,-1.8222222222222222,1.3777777777777778,0.9777777777777777,7.977777777777778,7.022222222222222,4.177777777777778,-4.4,-1.3111111111111111
2020-09-23 15:45:00,2.511111111111111,8.777777777777779,-3.888888888888889,0.5777777777777777,-1.6,1.4,1.2444444444444445,8.022222222222222,6.955555555555556,4.2,-4.355555555555555,-1.3777777777777778
2020-09-23 15:46:00,2.3555555555555556,8.955555555555556,-3.911111111111111,0.5111111111111111,-1.4,1.4444444444444444,1.4666666666666666,8.088888888888889,6.866666666666666,4.222222222222222,-4.311111111111111,-1.4444444444444444
2020-09-23 15:47:00,2.2,9.155555555555555,-3.9555555555555557,0.4888888888888889,-1.2,1.488888888888889,1.6666666666666667,8.11111111111111,6.777777777777778,4.266666666666667,-4.266666666666667,-1.511111111111111
2020-09-23 15:48:00,2.0444444444444443,9.333333333333334,-4.022222222222222,0.4666666666666667,-1.0,1.5555555555555556,1.8888888888888888,8.177777777777777,6.666666666666667,4.288888888888889,-4.222222222222222,-1.6
2020-09-23 15:49:00,1.9333333333333333,9.555555555555555,-4.066666666666666,0.4,-0.8444444444444444,1.6444444444444444,2.066666666666667,8.28888888888889,6.5777777777777775,4.311111111111111,-4.133333333333334,-1.711111111111111
2020-09-23 15:50:00,1.7777777777777777,9.733333333333333,-4.133333333333334,0.35555555555555557,-0.6888888888888889,1.6888888888888889,2.2444444444444445,8.422222222222222,6.466666666666667,4.333333333333333,-4.044444444444444,-1.8444444444444446
2020-09-23 15:51:00,1.6444444444444444,9.933333333333334,-4.2,0.28888888888888886,-0.5555555555555556,1.711111111111111,2.4,8.533333333333333,6.355555555555555,4.333333333333333,-3.9555555555555557,-2.022222222222222
2020-09-23 15:52:00,1.488888888888889,10.155555555555555,-4.222222222222222,0.2222222222222222,-0.4666666666666667,1.7555555555555555,2.533333333333333,8.666666666666666,6.222222222222222,4.333333333333333,-3.8222222222222224,-2.2222222222222223
2020-09-23 15:53:00,1.3777777777777778,10.422222222222222,-4.2,0.17777777777777778,-0.37777777777777777,1.7777777777777777,2.6222222222222222,8.8,6.111111111111111,4.311111111111111,-3.688888888888889,-2.4444444444444446
2020-09-23 15:54:00,1.2444444444444445,10.733333333333333,-4.177777777777778,0.13333333333333333,-0.28888888888888886,1.8,2.688888888888889,8.933333333333334,5.977777777777778,4.311111111111111,-3.511111111111111,-2.6666666666666665
2020-09-23 15:55:00,1.0888888888888888,11.022222222222222,-4.177777777777778,0.08888888888888889,-0.17777777777777778,1.7777777777777777,2.7555555555555555,9.044444444444444,5.866666666666666,4.288888888888889,-3.3555555555555556,-2.888888888888889
2020-09-23 15:56:00,0.9333333333333333,11.311111111111112,-4.2,0.08888888888888889,-0.044444444444444446,1.7777777777777777,2.8,9.133333333333333,5.7555555555555555,4.2444444444444445,-3.1555555555555554,-3.066666666666667
2020-09-23 15:57:00,0.7777777777777778,11.6,-4.222222222222222,0.13333333333333333,0.1111111111111111,1.8,2.8444444444444446,9.222222222222221,5.644444444444445,4.2444444444444445,-2.977777777777778,-3.2222222222222223
2020-09-23 15:58:00,0.6222222222222222,11.88888888888889,-4.2444444444444445,0.15555555555555556,0.28888888888888886,1.8444444444444446,2.911111111111111,9.311111111111112,5.511111111111111,4.266666666666667,-2.7555555555555555,-3.422222222222222
2020-09-23 15:59:00,0.5111111111111111,12.155555555555555,-4.266666666666667,0.2,0.4666666666666667,1.8666666666666667,2.9555555555555557,9.4,5.355555555555555,4.288888888888889,-2.488888888888889,-3.6444444444444444
2020-09-23 16:00:00,0.4,12.4,-4.333333333333333,0.2222222222222222,0.6222222222222222,1.8666666666666667,3.022222222222222,9.488888888888889,5.222222222222222,4.311111111111111,-2.2222222222222223,-3.8444444444444446
2020-09-23 16:01:00,0.3111111111111111,12.644444444444444,-4.377777777777778,0.26666666666666666,0.7555555555555555,1.9111111111111112,3.066666666666667,9.6,5.066666666666666,4.333333333333333,-2.0,-4.022222222222222
2020-09-23 16:02:00,0.2222222222222222,12.866666666666667,-4.444444444444445,0.3111111111111111,0.8888888888888888,1.9555555555555555,3.1555555555555554,9.666666666666666,4.911111111111111,4.355555555555555,-1.7777777777777777,-4.222222222222222
2020-09-23 16:03:00,0.08888888888888889,13.044444444444444,-4.511111111111111,0.3333333333333333,1.0,2.0,3.2666666666666666,9.755555555555556,4.733333333333333,4.355555555555555,-1.5555555555555556,-4.444444444444445
2020-09-23 16:04:00,-0.044444444444444446,13.222222222222221,-4.555555555555555,0.35555555555555557,1.1111111111111112,2.066666666666667,3.3555555555555556,9.822222222222223,4.5777777777777775,4.377777777777778,-1.3111111111111111,-4.622222222222222
