"Kiwi", 434.18, 480
"Durazno", 284.99, 936
"Tomate", 712.97, 1035
"Berenjena", 55.15, 624
"Esparrago", 624.87, 166
"Zanahoria", 31.26, 654
"Banana", 61.74, 1110
"Uva", 697.99, 297
"Papa", 18.09, 960
"Lechuga", 35.10, 1026
"Frutilla", 306.77, 357
"Repollo", 8.97, 581
"Cebolla", 69.88, 680
"Melon", 103.72, 328
"Champignon", 3628.04, 116
"Palta", 480.89, 580
"Papa", 16.85, 1150
"Durazno", 288.80, 680
"Champignon", 3521.02, 112
"Pera", 149.14, 1150
"Pera", 161.28, 1190
"Manzana", 145.20, 1030
"Kinoto", 25.80, 186
"Durazno", 269.49, 816
"Zuccini", 76.87, 612
"Manzana", 147.76, 1200
"Kiwi", 433.65, 468
"Durazno", 151.78, 832
"Ciruela", 950.25, 765
"Calabaza", 24.97, 960
"Kinoto", 37.05, 182
"Berenjena", 57.74, 588
"Limon", 302.36, 679
"Pera", 147.40, 900
"Champignon", 3574.30, 86
"Higo", 2523.41, 104
"Brocoli", 355.23, 480
"Sandia", 60.41, 837
"Brocoli", 339.23, 436
"Manzana", 140.39, 1090
"Lima", 1229.19, 232
"Limon", 341.32, 651
"Mandarina", 23.69, 1170
"Banana", 56.64, 1050
"Durazno", 181.60, 936
"Repollo", 3.10, 651
"Champignon", 3652.47, 118
"TomCherry", 588.66, 168
"Ciruela", 962.76, 774
"Berenjena", 49.92, 492
"Lima", 1069.48, 184
"Champignon", 3590.95, 86
"Lima", 998.29, 220
"Limon", 338.27, 707
"Kiwi", 420.61, 320
"Kinoto", 42.16, 172
"Alcachofa", 163.89, 282
"Sandia", 46.94, 981
"Acelga", 19.39, 846
"Batata", 26.32, 830
"Apio", 55.46, 291
"Lechuga", 37.81, 1026
"Uva", 707.08, 336
"Zuccini", 109.70, 702
"Morron", 2902.33, 492
"Zuccini", 69.08, 708
"Kiwi", 428.41, 324
"Calabaza", 28.63, 952
"Naranja", 15.32, 1130
"Ciruela", 972.80, 927
"Lima", 1351.51, 216
"Limon", 365.50, 798
"Apio", 74.33, 264
"Batata", 22.86, 930
"Zuccini", 67.15, 594
"Morron", 2963.55, 618
"Choclo", 70.12, 354
"Acelga", 18.53, 738
"Brocoli", 346.25, 456
"Naranja", 17.42, 820
"Frambuesa", 2128.43, 105
"Kiwi", 412.46, 360
"Kinoto", 42.17, 160
"Lima", 1413.29, 168
"Choclo", 61.68, 258
"Cereza", 1022.72, 222
"Limon", 335.46, 742
"TomCherry", 532.41, 170
"Caqui", 846.63, 89
"Frambuesa", 2083.02, 101
"Melon", 104.39, 332
"Mandarina", 21.02, 820
"TomCherry", 612.09, 226
"Uva", 680.60, 273
"TomCherry", 531.27, 180
"Alcachofa", 121.48, 357
"Batata", 25.00, 990
"Acelga", 23.08, 846
"Calabaza", 21.26, 720
"Kinoto", 25.16, 194
"Zanahoria", 35.78, 510
"Acelga", 22.93, 828
"Naranja", 13.27, 860
"Durazno", 138.58, 864
"Durazno", 169.91, 888
"Durazno", 144.20, 736
"Naranja", 21.89, 1190
"Palta", 1142.35, 340
"Durazno", 171.52, 816
"Frutilla", 279.70, 285
"Calabaza", 22.16, 824
"Champignon", 3544.56, 105
"Naranja", 14.94, 1010
"Zuccini", 93.60, 642
"Naranja", 10.02, 910
"Kiwi", 424.92, 424
"Ajo", 874.40, 108
"Tomate", 739.68, 729
"Alcachofa", 151.05, 318
"Naranja", 15.27, 850
"Pomelo", 47.96, 1071
"TomCherry", 606.83, 186
"Tomate", 765.89, 1035
"Apio", 59.61, 303
"Higo", 2514.01, 111
"Frambuesa", 2023.68, 111
"Sandia", 44.22, 765
"Alcachofa", 137.36, 315
"Palta", 1191.18, 456
"Apio", 65.75, 243
"Kinoto", 37.05, 170
"Choclo", 66.23, 276
"Palta", 1130.24, 328
"Durazno", 179.78, 792
"Cebolla", 83.02, 696
"Calabaza", 25.66, 824
"Ciruela", 968.30, 801
"Durazno", 135.03, 904
"Zuccini", 89.51, 498
"Pepino", 42.74, 445
"Papa", 16.08, 1050
"Kinoto", 35.61, 196
"Alcachofa", 133.35, 249
"Mandarina", 33.12, 1170
"Pomelo", 39.57, 828
"Melon", 114.35, 444
"Tomate", 768.67, 1026
"Uva", 739.25, 303
"Lima", 1030.58, 220
"Ciruela", 1003.35, 1062
"Repollo", 3.79, 693
"Cebolla", 78.53, 888
"Cebolla", 65.54, 888
"Brocoli", 351.04, 436
"Frambuesa", 2110.04, 85
"Manzana", 139.87, 1190
"Lima", 1223.07, 222
"Kinoto", 37.67, 212
"Esparrago", 587.54, 172
"Pomelo", 41.71, 774
"Zanahoria", 27.69, 498
"Durazno", 179.04, 680
"Esparrago", 649.57, 222
"Tomate", 765.90, 1080
"Manzana", 142.97, 880
"Cereza", 1014.99, 166
"Mandarina", 17.07, 1110
"Tomate", 769.44, 882
"Rabanito", 242.55, 279
"Naranja", 14.74, 870
"Ciruela", 932.61, 954
"Acelga", 21.97, 1044
"Tomate", 749.33, 729
"TomCherry", 562.43, 180
"Kinoto", 24.26, 224
"Kiwi", 436.21, 324
"Champignon", 3577.33, 97
"Pera", 152.54, 1200
"Papa", 17.65, 1030
"Palta", 1120.21, 424
"Mandarina", 15.26, 1190
"Naranja", 14.82, 1030
"Ciruela", 941.98, 1044
"Ajo", 913.90, 101
"Champignon", 3536.04, 93
"Ciruela", 935.07, 909
"Palta", 1069.64, 456
"Cebolla", 53.12, 928
"Manzana", 120.81, 970
"Ciruela", 993.59, 819
"Cereza", 1038.68, 222
"Lima", 1094.95, 194
"Alcachofa", 145.85, 315
"Zuccini", 90.77, 522
"Lima", 1410.47, 238
"Calabaza", 20.90, 816
"Palta", 1129.24, 388
"Uva", 698.48, 354
"Batata", 23.54, 1070
"Berenjena", 51.44, 666
"Durazno", 154.95, 856
"Pomelo", 50.37, 918
"Tomate", 697.37, 900
"Lima", 1286.39, 172
"Pomelo", 36.02, 1026
"Frutilla", 264.22, 303
"Kiwi", 446.61, 340
"Manzana", 136.45, 840
"Frambuesa", 2037.10, 115
"TomCherry", 542.51, 176
"Melon", 103.17, 452
"Melon", 111.12, 352
"Alcachofa", 141.11, 360
"Batata", 20.59, 1040
"Morron", 2978.30, 624
"Durazno", 156.76, 776
"Palta", 1110.25, 380
"Naranja", 7.35, 910
"Higo", 2567.66, 94
"Frambuesa", 2077.47, 119
"Acelga", 24.97, 1080
"Banana", 64.66, 1200
"Choclo", 44.02, 342
"Limon", 312.36, 735
"Papa", 11.24, 810
"Morron", 3026.31, 714
"Melon", 107.97, 336
"Frutilla", 280.70, 258
"Palta", 1152.99, 400
"Cereza", 1045.13, 234
"Melon", 101.75, 412
"Apio", 75.32, 345
"Palta", 492.13, 530
"Apio", 61.22, 288
"Choclo", 64.67, 279
"Melon", 99.41, 452
"Morron", 2862.43, 696
"Banana", 67.52, 940
"Berenjena", 47.53, 492
"Apio", 44.03, 288
"Alcachofa", 148.34, 360
"Frutilla", 255.63, 297
"Palta", 1181.89, 352
"Esparrago", 622.77, 166
"TomCherry", 553.33, 232
"Durazno", 171.88, 952
"Esparrago", 659.61, 192
"Lima", 1027.49, 168
"Morron", 2963.57, 498
"Naranja", 9.35, 830
"Banana", 60.49, 890
"Caqui", 862.66, 117
"Lechuga", 33.99, 882
"Ciruela", 1003.18, 801
"Durazno", 167.69, 920
"Papa", 20.33, 840
"Apio", 47.96, 303
"Pomelo", 35.78, 864
"Berenjena", 57.15, 570
"Mandarina", 25.53, 1110
"Kiwi", 407.44, 440
"Morron", 3031.97, 546
"Mandarina", 28.01, 1030
"Frutilla", 291.41, 276
"Frambuesa", 2101.68, 105
"Palta", 531.50, 410
"Choclo", 60.51, 315
"Naranja", 16.96, 830
"Sandia", 60.86, 729
"Calabaza", 27.34, 728
"Mandarina", 14.30, 860
"Cebolla", 69.47, 648
"Rabanito", 225.88, 327
"Manzana", 141.02, 1120
"Caqui", 813.66, 95
"Choclo", 51.74, 240
"Ajo", 871.00, 82
"Cereza", 992.66, 202
"Pera", 131.22, 1180
"Uva", 675.53, 282
"Higo", 2501.67, 91
"Frutilla", 289.99, 306
"TomCherry", 567.89, 212
"Cereza", 1019.47, 188
"Morron", 2996.18, 618
"Pera", 130.16, 1170
"Choclo", 45.78, 360
"Alcachofa", 151.19, 276
"Lechuga", 41.41, 774
"Esparrago", 623.10, 228
"Naranja", 20.04, 1120
"Tomate", 731.70, 936
"Apio", 53.91, 306
"Lima", 1235.84, 164
"Durazno", 167.15, 920
"Pera", 136.07, 1100
"Ajo", 916.68, 117
"Ciruela", 1025.54, 1053
"Palta", 470.68, 400
"Banana", 66.41, 1150
"Lima", 1159.93, 214
"Pepino", 36.74, 595
"Frambuesa", 2073.81, 82
"Cereza", 993.64, 164
"Morron", 2941.11, 480
"Lima", 1382.70, 162
"Repollo", 4.79, 609
"Choclo", 41.18, 354
"Coliflor", 19.15, 515
"Calabaza", 21.20, 768
"Lima", 1238.56, 194
"Coliflor", 31.80, 505
"Banana", 49.51, 1140
"Acelga", 22.13, 1080
"Mandarina", 13.51, 940
"Kinoto", 40.24, 224
"Lechuga", 43.82, 900
"Pera", 142.07, 1080
"Lechuga", 56.77, 900
"Kinoto", 39.02, 174
"Zanahoria", 30.37, 642
"Rabanito", 223.18, 294
"Durazno", 120.31, 952
"Alcachofa", 134.76, 246
"Uva", 730.99, 318
"Mandarina", 12.59, 1080
"Alcachofa", 159.28, 264
"Melon", 107.63, 456
"Durazno", 195.53, 920
"Cebolla", 72.63, 952
"Palta", 1208.21, 380
"Limon", 296.83, 707
"Palta", 1176.10, 356
"Frambuesa", 2031.64, 83
"Durazno", 178.82, 920
"Lima", 1324.37, 230
"Uva", 682.80, 330
"Naranja", 19.22, 1090
"Choclo", 59.89, 312
"Berenjena", 51.58, 546
"Melon", 90.97, 340
"Mandarina", 30.53, 920
"Lechuga", 48.21, 810
"Caqui", 756.30, 102
"Esparrago", 578.12, 200
"Durazno", 163.90, 928
"Durazno", 177.87, 808
"Repollo", 9.78, 630
"Rabanito", 207.52, 273
"Cebolla", 82.82, 744
"Pera", 148.44, 1190
"Lima", 1191.81, 234
"Calabaza", 21.55, 712
"Uva", 724.25, 357
"Cebolla", 56.40, 800
"Mandarina", 12.20, 990
"TomCherry", 587.90, 224
"Melon", 93.77, 452
"Pepino", 32.09, 460
"Alcachofa", 166.87, 351
"Caqui", 847.07, 82
"Ciruela", 907.13, 1053
"Kiwi", 452.17, 452
"Uva", 686.85, 249
"Palta", 1157.75, 320
"Cebolla", 61.61, 872
"Limon", 335.58, 560
"Mandarina", 30.09, 1050
"Kiwi", 425.56, 424
"Apio", 62.08, 249
"Tomate", 684.26, 810
"Caqui", 824.39, 80
"Manzana", 127.07, 850
"Kiwi", 476.10, 472
"Ajo", 892.38, 102
"Calabaza", 21.20, 920
"Durazno", 258.04, 720
"Papa", 20.60, 1030
"Brocoli", 358.24, 332
"Lechuga", 42.56, 828
"Frambuesa", 2094.96, 118
"Rabanito", 252.53, 279
"Kiwi", 385.22, 404
"Cereza", 980.78, 236
"Coliflor", 25.14, 555
"Kiwi", 491.96, 364
"Ciruela", 979.07, 873
"Zuccini", 90.65, 630
"Tomate", 728.62, 990
"Cebolla", 77.07, 920
"Melon", 103.69, 472
"Pera", 147.88, 850
"Cereza", 1035.10, 212
"Rabanito", 224.66, 324
"Batata", 21.80, 900
"Kinoto", 35.33, 200
"Higo", 2519.45, 93
"Papa", 15.13, 960
"Lima", 1306.15, 232
"Kinoto", 36.41, 220
"Alcachofa", 142.43, 357
"Lima", 1439.79, 182
"Berenjena", 52.75, 564
"Papa", 15.14, 1160
"Choclo", 60.18, 333
"Melon", 111.05, 420
"Manzana", 149.81, 1010
"Batata", 23.76, 840
"Alcachofa", 147.42, 276
"Tomate", 733.72, 927
"Lima", 1203.86, 238
"Batata", 22.96, 840
"Uva", 735.78, 297
"Lechuga", 33.30, 846
"Limon", 314.77, 616
"Papa", 16.21, 1010
"Rabanito", 212.36, 336
"Ajo", 944.15, 93
"Lima", 1229.02, 178
"Zanahoria", 31.23, 606
"Choclo", 44.80, 294
"Cebolla", 73.68, 784
"Melon", 109.89, 364
"Apio", 55.20, 342
"Mandarina", 11.20, 1030
"Higo", 2551.78, 108
"Frambuesa", 2100.21, 88
"Palta", 438.84, 440
"Caqui", 801.40, 90
"Caqui", 813.80, 97
"Limon", 317.46, 595
"Papa", 20.07, 1180
"Melon", 104.28, 320
"Banana", 49.80, 1040
"Choclo", 49.98, 285
"Melon", 104.69, 428
"Lima", 1076.08, 234
"Naranja", 20.07, 870
"Melon", 103.92, 412
"Esparrago", 580.20, 212
"Palta", 492.17, 515
"Acelga", 27.18, 747
"Zanahoria", 30.31, 540
"Brocoli", 395.82, 376
"Ajo", 857.09, 102
"Sandia", 56.61, 1053
"Lima", 1366.90, 178
"Lima", 1016.93, 174
"Melon", 114.28, 324
"Lima", 997.08, 230
"Brocoli", 356.16, 360
"Naranja", 12.09, 1180
"Mandarina", 17.41, 920
"Lechuga", 51.69, 963
"Papa", 16.16, 830
"Lima", 1308.96, 236
"Pepino", 35.85, 570
"Pepino", 29.97, 590
"Tomate", 756.97, 882
"Tomate", 733.54, 846
"Rabanito", 227.30, 282
"Durazno", 143.78, 712
"Naranja", 13.13, 890
"Frutilla", 270.92, 300
"Naranja", 15.19, 1000
"Sandia", 58.96, 954
"Rabanito", 232.42, 285
"Acelga", 19.38, 990
"Choclo", 57.95, 297
"Cebolla", 66.94, 800
"Melon", 104.96, 460
"Batata", 15.34, 1200
"Brocoli", 352.72, 476
"Sandia", 63.75, 954
"Kiwi", 442.67, 344
"Coliflor", 27.79, 500
"Lima", 1048.80, 204
"Durazno", 156.89, 752
"Batata", 25.58, 1020
"Kinoto", 33.54, 182
"Lechuga", 36.20, 774
"Manzana", 150.23, 1030
"Kinoto", 19.83, 218
"Pepino", 36.06, 475
"Zuccini", 86.22, 582
"Kinoto", 28.57, 200
"Caqui", 822.82, 87
"Palta", 539.63, 440
"Ciruela", 1003.79, 882
"Mandarina", 18.68, 980
"Frutilla", 301.31, 342
"Lima", 1254.55, 178
"Ajo", 902.57, 117
"Brocoli", 377.85, 412
"Durazno", 151.33, 688
"Higo", 2541.66, 89
"Naranja", 7.99, 1110
"Sandia", 60.94, 945
"Esparrago", 593.24, 226
"Limon", 334.90, 574
"Pepino", 31.74, 425
"Rabanito", 221.36, 351
"Pera", 141.85, 870
"Palta", 484.01, 440
"Frutilla", 309.97, 297
"Banana", 77.93, 1120
"Sandia", 60.01, 1008
"Frambuesa", 2028.57, 118
"Ciruela", 978.02, 882
"Durazno", 147.38, 728
"Palta", 478.88, 550
"Repollo", 8.50, 798
"Apio", 59.46, 276
"Uva", 700.64, 270
"Palta", 1158.64, 400
"Banana", 46.25, 960
"Higo", 2463.05, 97
"Frambuesa", 2004.21, 115
"Pera", 145.32, 1110
"Mandarina", 13.35, 860
"Repollo", 6.02, 665
"Coliflor", 22.28, 425
"Limon", 292.66, 686
"Acelga", 29.27, 936
"Limon", 328.48, 721
"Banana", 63.29, 1200
"Zuccini", 99.89, 492
"Lima", 1183.27, 222
"Caqui", 812.16, 96
"Lima", 1035.50, 174
"Durazno", 177.81, 688
"Esparrago", 582.48, 192
"Repollo", 8.42, 763
"Choclo", 47.69, 252
"Lima", 1032.97, 232
"Mandarina", 17.28, 1180
"Coliflor", 39.39, 600
"Berenjena", 60.97, 582
"Esparrago", 630.79, 194
"Naranja", 14.34, 1010
"Brocoli", 359.37, 388
"Coliflor", 30.62, 445
"Alcachofa", 146.38, 309
"Cebolla", 63.42, 696
"Pepino", 56.62, 505
"Batata", 13.85, 920
"Repollo", 2.20, 700
"Brocoli", 377.31, 356
"Ajo", 957.65, 115
"Cereza", 1022.51, 192
"TomCherry", 536.30, 204
"Tomate", 743.06, 1008
"Zuccini", 71.45, 480
"Papa", 13.39, 880
"Apio", 57.14, 243
"Papa", 15.97, 940
"Zanahoria", 32.14, 636
"Calabaza", 24.49, 896
"Champignon", 3598.50, 82
"Batata", 20.78, 820
"Coliflor", 30.33, 530
"Choclo", 58.88, 321
"Palta", 1158.04, 480
"Manzana", 136.68, 1090
"Apio", 58.64, 351
"Berenjena", 62.73, 654
"Cebolla", 72.71, 720
"Lima", 1081.09, 216
"Cereza", 1068.31, 202
"Frutilla", 271.00, 246
"Coliflor", 33.95, 425
"Palta", 467.45, 595
"Frambuesa", 1991.88, 83
"Naranja", 21.12, 920
"Cebolla", 72.62, 656
"Papa", 15.35, 970
"Melon", 101.78, 352
"Pera", 145.17, 920
"Lima", 1287.29, 168
"Kinoto", 32.71, 164
"Pepino", 26.49, 405
"Uva", 704.31, 288
"Mandarina", 14.15, 1040
"Zanahoria", 35.39, 558
"Cereza", 1031.99, 222
"Esparrago", 548.50, 204
"Cebolla", 64.34, 680
"Ajo", 901.85, 104
"Batata", 20.63, 1130
"Zuccini", 79.00, 618
"Cebolla", 74.89, 872
"Pera", 113.33, 870
"Coliflor", 26.51, 495
"Lima", 1443.59, 226
"Naranja", 13.88, 970
"Limon", 298.83, 560
"Ciruela", 981.86, 783
"Cereza", 1024.78, 226
"Naranja", 9.51, 1020
"Repollo", 4.74, 721
"Cebolla", 67.58, 744
"Durazno", 181.11, 752
"Banana", 64.76, 1040
"Champignon", 3637.53, 95
"Repollo", 4.25, 616
"Melon", 110.57, 344
"Naranja", 20.59, 1020
"Champignon", 3562.55, 87
"Kiwi", 461.80, 364
"Ciruela", 941.09, 1035
"Uva", 701.63, 267
"Banana", 71.46, 1090
"Higo", 2450.92, 101
"Durazno", 165.05, 944
"Cereza", 1010.91, 224
"Pera", 139.03, 950
"Palta", 1148.34, 476
"Palta", 1104.19, 388
"Calabaza", 19.62, 760
"Zanahoria", 27.07, 498
"Frutilla", 293.02, 279
"Naranja", 15.79, 840
"Berenjena", 53.50, 606
"Esparrago", 682.47, 190
"Cereza", 998.21, 226
"Pera", 140.22, 940
"Cebolla", 55.17, 816
"Acelga", 21.67, 891
"Brocoli", 370.80, 452
"Pera", 155.54, 930
"Apio", 63.29, 357
"Frambuesa", 2035.29, 116
"Naranja", 14.55, 1050
"Banana", 47.70, 1060
"Lechuga", 42.19, 909
"Zanahoria", 32.79, 504
"Naranja", 18.32, 1020
"Melon", 97.02, 384
"Ciruela", 969.05, 819
"Choclo", 63.89, 357
"Durazno", 151.08, 784
"Melon", 117.18, 468
"Lima", 1442.11, 188
"Brocoli", 367.41, 420
"Alcachofa", 148.83, 279
"Kiwi", 438.11, 388
"Alcachofa", 140.44, 327
"Apio", 56.42, 288
"TomCherry", 583.41, 176
"Alcachofa", 157.03, 249
"Choclo", 66.69, 243
"Zanahoria", 37.59, 504
"Banana", 69.95, 1180
"Papa", 18.60, 1010
"Batata", 15.51, 1000
"Papa", 18.48, 920
"Brocoli", 365.81, 472
"Acelga", 20.07, 729
"Palta", 483.52, 600
"Lechuga", 29.59, 891
"Durazno", 275.28, 768
"Cereza", 1009.63, 238
"Manzana", 136.67, 870
"Caqui", 897.56, 86
"Frutilla", 276.39, 288
"Morron", 2941.24, 558
"TomCherry", 573.49, 220
"Kinoto", 31.78, 196
"Acelga", 22.97, 738
"Sandia", 57.99, 1053
"Frambuesa", 2011.37, 100
"Coliflor", 15.64, 575
"Banana", 68.82, 1080
"Uva", 707.45, 321
"Uva", 703.63, 360
"Palta", 1182.33, 384
"Alcachofa", 146.13, 360
"Apio", 57.60, 330
"Cereza", 1074.90, 208
"Lima", 1105.29, 234
"Lechuga", 38.44, 918
"Frutilla", 271.09, 300
"Rabanito", 242.93, 243
"Lima", 1071.99, 162
"Banana", 55.86, 920
"Uva", 733.36, 288
"Durazno", 152.86, 656
"Morron", 2952.88, 660
"Repollo", 2.74, 686
"Champignon", 3593.68, 105
"Batata", 15.03, 1170
"Pera", 139.30, 880
"Choclo", 54.38, 354
"Morron", 2992.95, 522
"Rabanito", 236.89, 270
"Apio", 59.34, 261
"Batata", 21.08, 890
"Melon", 74.10, 332
"Coliflor", 29.32, 420
"Frutilla", 273.33, 345
"Lima", 1331.56, 220
"Naranja", 14.47, 1150
"Zanahoria", 30.25, 666
"Durazno", 172.11, 648
"Banana", 67.65, 940
"Durazno", 131.58, 744
"Banana", 70.57, 890
"Zanahoria", 34.54, 588
"Brocoli", 324.49, 336
"Sandia", 52.09, 1080
"Mandarina", 7.29, 1170
"Tomate", 746.28, 873
"Melon", 107.99, 468
"Berenjena", 62.66, 486
"Durazno", 174.33, 864
"Kinoto", 36.98, 212
"Caqui", 803.59, 101
"Caqui", 818.85, 117
"Mandarina", 22.31, 1180
"Tomate", 765.01, 801
"Champignon", 3608.18, 104
"TomCherry", 560.43, 184
"Lima", 1195.85, 196
"Higo", 2530.48, 113
"Apio", 56.56, 336
"Lima", 1000.75, 170
"Mandarina", 13.62, 980
"Pomelo", 42.34, 945
"Caqui", 844.96, 95
"Mandarina", 28.14, 1060
"Frutilla", 282.45, 306
"Cereza", 991.13, 234
"Ciruela", 962.70, 1044
"Lima", 1376.61, 196
"Banana", 71.31, 1040
"Naranja", 18.33, 940
"Sandia", 63.76, 846
"Frambuesa", 2026.72, 86
"Melon", 92.26, 368
"Zuccini", 79.39, 570
"Durazno", 279.68, 672
"Pomelo", 41.44, 954
"Cebolla", 71.09, 784
"Pomelo", 49.01, 936
"Apio", 54.64, 282
"Choclo", 56.16, 345
"Pepino", 37.95, 580
"Pomelo", 36.22, 864
"Banana", 54.63, 1150
"Calabaza", 18.68, 688
"Kiwi", 441.07, 480
"Durazno", 133.42, 872
"Durazno", 246.98, 912
"Melon", 105.79, 364
"Kinoto", 41.41, 208
"Batata", 24.38, 840
"Manzana", 145.22, 1050
"Pomelo", 47.51, 936
"Kiwi", 417.03, 412
"Papa", 22.40, 900
"Pomelo", 48.86, 819
"Apio", 66.67, 243
"Apio", 55.05, 246
"Lima", 1364.97, 240
"Acelga", 23.76, 873
"Batata", 22.36, 880
"Banana", 62.14, 900
"Esparrago", 635.33, 208
"Tomate", 760.43, 846
"Zanahoria", 41.31, 708
"Tomate", 763.17, 774
"Pepino", 44.86, 405
"Calabaza", 20.15, 912
"Zuccini", 84.96, 564
"Pepino", 44.06, 430
"Kinoto", 34.48, 206
"Banana", 66.64, 1170
"Batata", 22.61, 940
"Pepino", 36.79, 495
"Pera", 153.81, 960
"Batata", 20.36, 1110
"Pera", 151.89, 930
"Naranja", 12.54, 1180
"Kiwi", 445.66, 464
"Durazno", 138.21, 752
"Mandarina", 20.84, 1050
"Repollo", 3.25, 728
"Cereza", 1048.25, 168
"Rabanito", 205.78, 297
"Ciruela", 944.85, 963
"Batata", 24.76, 860
"Lechuga", 41.30, 837
"Durazno", 166.00, 960
"Berenjena", 60.47, 546
"Uva", 706.66, 330
"Banana", 60.53, 1040
"Cereza", 1016.46, 240
"Caqui", 860.31, 120
"Coliflor", 26.11, 500
"Rabanito", 221.64, 339
"Durazno", 144.20, 672
"Lima", 1360.33, 164
"Kinoto", 31.78, 240
"TomCherry", 541.09, 166
"Naranja", 9.78, 1190
"Kiwi", 450.81, 372
"Apio", 65.71, 285
"Caqui", 832.76, 94
"Tomate", 719.44, 1035
"Melon", 117.99, 372
"Durazno", 145.97, 672
"Lima", 1173.98, 214
"Repollo", 5.33, 784
"Durazno", 147.03, 848
"Cebolla", 60.44, 904
"Ajo", 909.15, 97
"Kiwi", 433.60, 452
"Berenjena", 70.04, 636
"Naranja", 12.78, 820
"Lima", 1363.07, 218
"Durazno", 265.71, 856
"Melon", 121.59, 444
"Lima", 982.24, 166
"Batata", 20.06, 1150
"Lima", 1351.70, 240
"Melon", 87.44, 472
"Durazno", 172.42, 720
"Batata", 16.40, 1120
"Champignon", 3627.51, 81
"TomCherry", 553.73, 178
"Mandarina", 17.10, 1080
"Kiwi", 434.31, 464
"Naranja", 18.51, 890
"Alcachofa", 127.08, 339
"Alcachofa", 128.88, 285
"Lima", 1025.43, 206
"Palta", 510.87, 515
"Coliflor", 35.39, 540
"Sandia", 57.40, 1035
"Frutilla", 288.24, 282
"Cereza", 1013.06, 212
"Mandarina", 22.81, 810
"Cebolla", 48.92, 656
"Sandia", 57.67, 927
"Champignon", 3581.21, 120
"Durazno", 154.78, 768
"Caqui", 833.74, 110
"Frambuesa", 2081.77, 82
"Alcachofa", 148.76, 267
"Papa", 20.73, 940
"Repollo", 5.23, 819
"Champignon", 3593.58, 86
"Mandarina", 16.53, 910
"Lima", 1228.89, 194
"Higo", 2582.52, 98
"Cebolla", 37.14, 800
"Esparrago", 670.68, 190
"Durazno", 159.92, 696
"Papa", 16.38, 1070
"Banana", 80.19, 1110
"Palta", 508.07, 505
"Caqui", 852.47, 93
"Melon", 112.39, 328
"Sandia", 47.95, 882
"Pera", 155.89, 950
"Frambuesa", 2100.65, 105
"Cereza", 1065.36, 168
"Choclo", 58.90, 339
